,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Hieroglyphics,3rd Eye Vision,1998-01-01,You Never Knew,3Dh10QBwBWVQAMJNNhLRq4,52,Hieroglyphics Imperium,0.73,0.837,6,-5.359,0,0.281,0,0.321,0.867,92.127,273573,4,True,54.0,1.0,2.0,0NzbSqyQ70uJyPRep1Yg6L,album
1,N.W.A.,Efil4zaggin,1991-05-28,Alwayz Into Somethin',7x9hPUtk2PNUcSwPbMWQP5,0,Universal Music Group,0.676,0.882,4,-4.486,1,0.22,0,0.206,0.817,88.413,264960,4,True,0.0,1.0,7.0,7i59fEALRV2wfj1mQ7uaEO,album
2,EPMD,Back In Business,1997-09-16,Da Joint,7nk7oS0G6qG3ofHUAKbg9F,0,Def Jam Recordings,0.809,0.467,10,-8.777,0,0.444,0,0.107,0.78,89.692,208360,4,True,0.0,1.0,3.0,1lXzdRHclmiVl8whBqzXZh,album
3,Warren G,Regulate… G Funk Era (Special Edition),1994-06-07,Regulate,68pWLkspLFIfIPPtzyTkQy,0,Def Jam Recordings,0.849,0.521,11,-12.999,0,0.216,1.65e-06,0.115,0.763,95.262,248867,4,True,0.0,1.0,1.0,5qkK1yRfXz2JBpVZdKQHEv,album
4,JAY-Z,Reasonable Doubt,1996-06-25,Brooklyn's Finest,4QpmwtoYEvENZJPQ6a2kbw,59,Roc-A-Fella,0.495,0.715,6,-8.855,1,0.497,1.04e-06,0.0748,0.743,189.862,275640,4,True,53.0,1.0,3.0,3gHvsTdiiZWGxEg32lyLwk,album
5,Camp Lo,Uptown Saturday Night,1997-01-28,Coolie High,6yZAdQyPJtXjATvAT8ERQg,57,Arista,0.765,0.601,11,-9.326,0,0.203,0,0.385,0.368,85.928,241133,4,True,56.0,1.0,14.0,21EglTSwzUorpiXpMBNW2E,album
6,Lil Uzi Vert,Eternal Atake,2020-03-06,Baby Pluto,7hav1MHURQf5SAoPk0egqh,82,Generation Now/Atlantic,0.772,0.634,10,-6.101,0,0.212,0,0.432,0.671,160.052,210261,4,True,72.0,1.0,1.0,7IyoGB8J31fvQDwGtHAq9m,album
7,Lil Uzi Vert,Eternal Atake,2020-03-06,Lo Mein,6CUP2khYzdphXebxVTfPE3,82,Generation Now/Atlantic,0.855,0.676,1,-5.736,1,0.325,0,0.144,0.509,133.082,195299,4,True,71.0,1.0,2.0,7IyoGB8J31fvQDwGtHAq9m,album
8,Lil Uzi Vert,Eternal Atake,2020-03-06,Silly Watch,5egD7A5x9AHdVO2fMo3Wbo,82,Generation Now/Atlantic,0.903,0.535,8,-6.238,1,0.286,0,0.0851,0.157,130.117,195692,4,True,68.0,1.0,3.0,7IyoGB8J31fvQDwGtHAq9m,album
9,Lil Uzi Vert,Eternal Atake,2020-03-06,POP,1jDbQz6tr52WgScCTXMnaN,82,Generation Now/Atlantic,0.741,0.599,1,-6.672,0,0.419,0,0.785,0.276,139.891,227474,4,True,62.0,1.0,4.0,7IyoGB8J31fvQDwGtHAq9m,album
