,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Little Simz,GREY Area,2019-03-01,Boss,1TNLYKpEPZ0g6jQq34pDcU,61,AGE 101,0.744,0.892,8,-5.003,1,0.287,0.00295,0.0917,0.685,95.205,185204,4,True,48.0,1.0,2.0,4Wwm4xg2748zhYuzDRFTgY,album
1,Little Simz,GREY Area,2019-03-01,Selfish,2G2k2ZFsQkIEkAWDTvqHXM,61,AGE 101,0.748,0.641,6,-6.485,0,0.0708,0.00246,0.114,0.829,100.063,226097,4,True,59.0,1.0,3.0,4Wwm4xg2748zhYuzDRFTgY,album
2,Little Simz,GREY Area,2019-03-01,Venom,3A0ITFj6kbb9CggwtPe55f,61,AGE 101,0.436,0.655,7,-8.153,1,0.159,0.0,0.393,0.523,139.712,154749,4,True,51.0,1.0,5.0,4Wwm4xg2748zhYuzDRFTgY,album
3,Little Simz,GREY Area,2019-03-01,Pressure,7s4KJfudoi8wE84JgBwxdN,61,AGE 101,0.783,0.619,4,-7.989,0,0.332,8.25e-05,0.128,0.527,139.964,207682,4,True,42.0,1.0,7.0,4Wwm4xg2748zhYuzDRFTgY,album
4,Little Simz,GREY Area,2019-03-01,Therapy,6Vc8I8pCsC914pHTzaMwtl,61,AGE 101,0.537,0.707,4,-6.227,0,0.225,0.000104,0.119,0.534,180.794,195509,4,True,39.0,1.0,8.0,4Wwm4xg2748zhYuzDRFTgY,album
5,Little Simz,GREY Area,2019-03-01,Sherbet Sunset,3vom6LLLpSIE5hStxqkaPp,61,AGE 101,0.797,0.731,11,-7.291,0,0.227,0.0,0.115,0.676,99.952,295353,4,True,41.0,1.0,9.0,4Wwm4xg2748zhYuzDRFTgY,album
6,Little Simz,GREY Area,2019-03-01,Flowers,4GEV63x0iGcXTLdcJHH4mm,61,AGE 101,0.452,0.697,10,-6.818,0,0.132,0.0379,0.261,0.491,76.386,225255,4,True,47.0,1.0,10.0,4Wwm4xg2748zhYuzDRFTgY,album
7,Little Simz,Stillness In Wonderland (Deluxe Edition),2017-11-04,LMPD,0aF4ZLco7dwmDRDXwbpTkH,47,Age 101,0.621,0.511,3,-8.352,0,0.0493,6.86e-05,0.104,0.331,120.2,244106,4,False,29.0,1.0,1.0,6uMKb8DaGGTHOjt9lBK7XL,album
8,Little Simz,Stillness In Wonderland (Deluxe Edition),2017-11-04,Cheshire's Interlude: Welcome To Wonderland,2VCcMt67pQmls7mfxxibNk,47,Age 101,0.578,0.898,9,-9.413,1,0.108,6.27e-06,0.407,0.738,134.666,62423,3,False,26.0,1.0,2.0,6uMKb8DaGGTHOjt9lBK7XL,album
9,Little Simz,Stillness In Wonderland (Deluxe Edition),2017-11-04,Doorways + Trust Issues,1pyjOAkAIu3F83tpIDLqgl,47,Age 101,0.444,0.651,5,-8.16,1,0.107,2.63e-05,0.24,0.268,113.952,253891,4,False,29.0,1.0,3.0,6uMKb8DaGGTHOjt9lBK7XL,album
