,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Foxy Brown,Brooklyn's Don Diva,2008-05-13,How We Get Down,3cnWfKG5EJojXOGL4RAvXf,25,eOne Music,0.362,0.836,11,-5.519,0,0.299,0,0.0503,0.668,171.598,269613,4,True,7.0,1.0,13.0,4rf5gmompnmXAKWkTe2bl0,album
1,Foxy Brown,Brooklyn's Don Diva,2008-05-13,We Set The Pace,1PgXB8ozYaXqSph9wh266R,25,eOne Music,0.774,0.557,10,-6.882,0,0.327,0,0.191,0.377,88.462,264627,4,True,8.0,1.0,14.0,4rf5gmompnmXAKWkTe2bl0,album
2,Foxy Brown,Brooklyn's Don Diva,2008-05-13,The Quan - Hip Hop Mix,7wDtLqPEslHcMcKt2oNrbC,25,eOne Music,0.757,0.748,0,-4.754,0,0.316,0,0.0883,0.581,95.82,224933,4,True,10.0,1.0,15.0,4rf5gmompnmXAKWkTe2bl0,album
3,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Pun's Words,3gmghqKFRj7h7PL2zDnvBA,50,Universal Records,0.648,0.231,3,-14.712,0,0.879,0,0.597,0.754,137.168,17840,4,True,0.0,1.0,1.0,6y9AdbqYziDJmcLSyyOsGO,album
4,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,She's Gone,1eIx0MzyCFS1TktreqHGa4,50,Universal Records,0.496,0.79,6,-4.994,0,0.337,5.61e-06,0.244,0.424,80.553,197413,4,True,19.0,1.0,2.0,6y9AdbqYziDJmcLSyyOsGO,album
5,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,"Light's, Camera, Action",1G4QnReprozVwOaIATAC49,50,Universal Records,0.607,0.817,2,-4.803,1,0.378,1.37e-05,0.0944,0.303,106.87,203907,4,True,15.0,1.0,3.0,6y9AdbqYziDJmcLSyyOsGO,album
6,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Tight,4ZEXjm6CrzQBqlcyLzhwDI,50,Universal Records,0.511,0.867,5,-4.613,1,0.326,0,0.309,0.652,85.029,261947,4,True,15.0,1.0,4.0,6y9AdbqYziDJmcLSyyOsGO,album
7,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Whuteva,0QJU13S307gWlr4nhUh2SV,50,Universal Records,0.684,0.864,1,-5.081,0,0.227,0,0.358,0.657,100.624,226067,4,False,35.0,1.0,5.0,6y9AdbqYziDJmcLSyyOsGO,album
8,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Conceited Messages (Skit),2W5aTkvDZnNPrs8vmygeA3,50,Universal Records,0.789,0.216,2,-18.308,0,0.911,0,0.722,0.516,97.039,106240,4,True,9.0,1.0,6.0,6y9AdbqYziDJmcLSyyOsGO,album
9,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,I'm,2KpJfF3VuNHne0eH0cObl5,50,Universal Records,0.73,0.805,10,-4.603,0,0.308,0,0.395,0.63,92.772,247040,4,True,16.0,1.0,9.0,6y9AdbqYziDJmcLSyyOsGO,album
10,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Thug Love,3kS406nXGYjGcoit1GqE9V,50,Universal Records,0.729,0.832,2,-6.48,0,0.124,0.000113,0.148,0.583,88.019,238320,4,True,27.0,1.0,10.0,6y9AdbqYziDJmcLSyyOsGO,album
11,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Secret Location,3sqP84mjbwkZAsGeqUCffS,50,Universal Records,0.625,0.854,11,-4.566,0,0.302,1.37e-05,0.171,0.699,93.743,218040,4,True,14.0,1.0,11.0,6y9AdbqYziDJmcLSyyOsGO,album
12,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,In-Da-Street (Skit),5hFjdBt4CUJC5qC5AHiyzj,50,Universal Records,0.674,0.131,10,-19.105,1,0.546,0,0.174,0.786,80.454,18720,3,True,0.0,1.0,12.0,6y9AdbqYziDJmcLSyyOsGO,album
13,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Conscience (Skit),4S4RFg7izG3vFk9kClPoAG,50,Universal Records,0.507,0.452,10,-17.792,0,0.773,0,0.735,0.775,128.945,57987,5,True,7.0,1.0,14.0,6y9AdbqYziDJmcLSyyOsGO,album
14,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Guilty,49ukjbFhnvFa8c5TQIgQmY,50,Universal Records,0.504,0.888,1,-4.68,1,0.329,0,0.732,0.779,85.474,119573,4,True,11.0,1.0,15.0,6y9AdbqYziDJmcLSyyOsGO,album
15,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,Crazy,7GYxMJBf3emQPMaj27CXKu,50,Universal Records,0.685,0.869,6,-3.768,0,0.257,5.46e-06,0.266,0.554,78.057,242453,4,True,12.0,1.0,16.0,6y9AdbqYziDJmcLSyyOsGO,album
