,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,JAY-Z,Collision Course (Deluxe Version),2004-11-30,Big Pimpin' / Papercut,4DLH2fr8pWX1iksMrk47Kw,67,Warner Records/Roc-A-Fella,0.765,0.938,4,-2.718,1,0.0481,0.000687,0.485,0.965,138.312,156320,4,True,54.0,1.0,2.0,5NH94cATqx5fjBE794xZLy,single
1,Fat Joe,All The Way Up (Remix) (feat. French Montana & Infared) - Single,2016-05-27,All The Way Up (Remix),2AYTGaclgKXACh13nJRVcV,59,"R4 So Valid, LLC / EMPIRE",0.564,0.717,10,-6.403,0,0.397,0.0,0.493,0.423,117.489,284831,5,True,66.0,1.0,1.0,130MGfLj8lB4zyGiCQuhFH,single
2,Mykki Blanco,Mykki,2016-09-16,For The Cunts,5cynvwpCdRlyVlbRrqERAn,0,Dogfood Music Group,0.917,0.626,11,-9.361,0,0.304,0.000937,0.11,0.831,125.986,136383,4,True,0.0,1.0,11.0,4cntQBhZNC6JbyvSGGn80t,album
3,Gucci Mane,Trap Back 2,2015-12-11,James Worthy,0tjWkjXZ20H4s4LjsvgkZB,2,RBC Records,0.765,0.833,11,-9.685,1,0.153,0.0,0.102,0.599,147.195,130586,4,True,0.0,1.0,16.0,7Dt19muoEhA1WNafpm92XC,album
4,2Pac,Greatest Hits,1998-01-01,Hit 'Em Up - Single Version,0Z2J91b2iTGLVTZC4fKgxf,72,2Pac Greatest Hits,0.916,0.844,7,-3.967,1,0.236,0.0,0.0778,0.586,95.19,312627,4,True,66.0,1.0,12.0,1WBZyULtlANBKed7Zf9cDP,compilation
5,Geto Boys,We Can't Be Stopped,1991-07-02,Mind Playing Tricks on Me,63BokRfXSQhEU6Qi2dSJpZ,60,Rap-A-Lot Records,0.886,0.512,10,-11.825,0,0.237,0.0,0.0991,0.454,93.997,308733,4,True,67.0,1.0,6.0,2MJEvcUvsLPjsvVgqn8xa4,album
6,Ice Cube,The Predator,1992-11-17,It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,70,Priority Records,0.798,0.744,7,-5.328,0,0.136,0.000106,0.292,0.794,82.356,260000,4,True,76.0,1.0,7.0,71HM1CMYWeZzws8pyiEn46,album
7,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,Big Poppa - 2005 Remaster,2g8HN35AnVGIk7B8yMucww,78,Bad Boy Records,0.778,0.578,9,-7.22,0,0.274,0.0,0.138,0.758,84.487,252747,4,True,76.0,1.0,13.0,2HTbQ0RHwukKVXAlTmCZP2,album
8,N.W.A.,Straight Outta Compton,1988-08-08,Fuck Tha Police,5n8Aro6j1bEGIy7Tpo7FV7,71,Priority Records,0.859,0.75,8,-8.325,0,0.303,0.0,0.0538,0.857,98.691,345717,4,True,70.0,1.0,2.0,0Y7qkJVZ06tS2GUCDptzyW,album
9,2Pac,All Eyez On Me,1996-02-13,Only God Can Judge Me,13XHuE00ElL5thSxkaEXxK,29,Death Row Records,0.803,0.784,11,-5.97,0,0.198,0.000161,0.0794,0.801,90.185,296907,4,True,5.0,1.0,10.0,4CzT5ueFBRpbILw34HQYxi,album
10,MC Eiht,The Best of MC Eiht,2010-09-21,Straight Up Menace,5UQOmTylBEdsIfSn37v3DO,49,Real Talk Entertainment,0.756,0.53,7,-9.639,1,0.142,0.00701,0.323,0.524,79.855,274307,4,True,56.0,1.0,2.0,38BUSePXkHHL9gNyS1weTB,compilation
