,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Jean Deaux,Krash,2018-10-19,Work 4 Me (feat. Kari Faux),596BYauaoXZpkXESg1SAvM,38,Jean Deaux / EMPIRE,0.843,0.624,1,-6.363,1,0.269,6.67e-05,0.332,0.68,93.967,193890,4,True,44.0,1.0,9.0,1JRVVaDOaT7yw7DgJZqER0,album
1,BbyMutha,Heaven's Little Bastard,2018-08-21,Heaven's Little Bastard,6fdjiuPO902LvCyiG3F72A,30,bbymutha,0.739,0.496,1,-11.813,1,0.31,1.85e-05,0.0888,0.612,179.239,145475,4,True,37.0,1.0,1.0,7d5PE85RNXEAaeEwZYCU4V,single
2,Megan Thee Stallion,Make It Hot,2017-09-18,Last Week in H Tx,769KncIWnBJwqWiywXoJ5a,53,Megan Thee Stallion,0.844,0.663,2,-8.855,0,0.182,0.0,0.109,0.601,102.479,206176,4,True,51.0,1.0,5.0,1KqDByzl8ka4U4OhcgqLKq,album
3,Junglepussy,Jp3,2018-05-11,I Just Want It,0PsKshIi28YLRDFvERi8Mx,55,Junglepussy,0.868,0.721,0,-4.109,1,0.219,0.0,0.1,0.613,115.055,177896,4,True,33.0,1.0,4.0,0y90zPTTH3i18Qerg2mB2e,album
4,Megan Thee Stallion,Tina Snow,2018-12-21,WTF I Want,4xxWsPa79AzxsNcYxELIlo,70,300 Entertainment,0.742,0.692,11,-7.928,1,0.258,0.00261,0.23,0.721,152.059,137111,4,True,55.0,1.0,1.0,26jEIrN7WSAnVQXXUmLRSN,album
5,Junglepussy,Satisfaction Guaranteed,2014-06-10,Satisfaction Guaranteed,4VtBGD9CrG8MMdPnIkUqsM,43,Junglepussy,0.625,0.764,9,-4.242,1,0.297,0.0,0.0619,0.68,76.167,170719,1,True,30.0,1.0,10.0,1LGNcwOY4Ro9eEDJwohBez,album
6,Megan Thee Stallion,Fever,2019-05-17,Simon Says (feat. Juicy J),4l2maonUDTMvGGT4bmkB3h,74,300 Entertainment,0.909,0.815,7,-4.72,1,0.251,7.31e-05,0.225,0.49,91.979,200123,4,True,61.0,1.0,7.0,5WLquTz7nUnsHCj80b6wci,album
7,BbyMutha,BbyShoe,2018-02-22,Lately,5wEP1QdXbSaFW5mLOI43hL,32,SmokeOuts Music,0.67,0.649,1,-9.115,1,0.343,0.0,0.0815,0.287,137.727,197355,4,True,29.0,1.0,7.0,6mRJoLxbaQRTSULMr7Mlw8,album
8,Azealia Banks,Fantasea,2012-07-11,Fuck up the Fun,6q0amnr12nfZh1YutdR7Ly,50,Azealia Banks,0.863,0.912,1,-10.19,0,0.322,0.0,0.0811,0.646,134.966,144772,4,True,38.0,1.0,5.0,2Nj39YNwq6SDzLBM6gVumD,album
9,BbyMutha,Heavy Metal,2019-02-05,Heavy Metal,5E6q3MSeNKObVum69TrCzT,25,The Muthaboard,0.779,0.73,2,-8.989,1,0.268,0.000188,0.141,0.7,130.012,178615,4,True,31.0,1.0,1.0,6VeKX6ZJtY9q97ivD5KhT9,single
10,BIA,NICE GIRLS FINISH LAST: CUIDADO,2018-09-21,YAKWTFGO (feat. Kali Uchis),6rrP1mBTbBkJCP7FsBe0SM,43,RCA Records/i am OTHER,0.812,0.748,5,-5.959,0,0.139,0.0,0.174,0.158,132.035,162733,4,True,47.0,1.0,3.0,76VLDGFn8MiyKRIMV2S4J7,single
11,Junglepussy,Jp3,2018-05-11,Get Down,1zLJktzNI18DO9MPFI6iCW,55,Junglepussy,0.768,0.705,11,-4.362,0,0.157,0.000101,0.0635,0.534,122.881,173125,4,True,34.0,1.0,2.0,0y90zPTTH3i18Qerg2mB2e,album
12,Junglepussy,Jp3,2018-05-11,State of the Union,4AZVT4epcaUxsAoGl1o1nE,55,Junglepussy,0.698,0.821,8,-3.897,0,0.396,0.0,0.342,0.479,73.379,152875,4,True,32.0,1.0,1.0,0y90zPTTH3i18Qerg2mB2e,album
13,Rico Nasty,Anger Management,2019-04-25,Hatin,3Wk4qCyx4m5aoafRxftp43,55,Sugar Trap,0.872,0.878,1,-4.511,1,0.249,0.0,0.0705,0.902,163.98,140347,4,True,48.0,1.0,3.0,5JbeU5WL1WAGxy1u5fsOmf,album
14,Various Artists,"Insecure: Music from the HBO Original Series, Season 3",2018-09-21,Golden Pussy,36E5ZV7OEFpiE0ANq42UPT,44,RCA Records Label,0.888,0.818,2,-5.918,1,0.106,0.0,0.181,0.748,155.979,178587,4,False,30.0,1.0,18.0,3AaaX5cJpQPUzL2UznWu7q,compilation
15,Megan Thee Stallion,Tina Snow,2018-12-21,Neva,3okaqJH1eGPhhvODhcIHRd,70,300 Entertainment,0.912,0.813,1,-5.774,1,0.285,0.0,0.113,0.62,136.077,155341,4,True,49.0,1.0,6.0,26jEIrN7WSAnVQXXUmLRSN,album
16,BbyMutha,"The Bastard Tape, Vol. 1",2018-12-25,Sleeping With the Enemy,0ISoKjo9JVUB97JMgygRZP,41,825402 Records DK,0.542,0.642,4,-7.674,0,0.312,0.0,0.398,0.454,109.87,229091,4,True,46.0,1.0,7.0,2N2geXZotNXw4nqi2bk00J,album
17,LunchMoney Lewis,Make That Cake (feat. Doja Cat),2019-09-06,Make That Cake (feat. Doja Cat),3H46DLWgIFfEoP4mOXEIzq,46,Lunchbox Records,0.858,0.638,7,-4.742,1,0.321,0.0,0.107,0.697,155.828,173696,4,False,53.0,1.0,1.0,3GKYTiOYU2dhR33UfQzf94,single
18,Leikeli47,Acrylic,2018-11-15,Iron Mike,3qMJ7Ek4Al0BeMnMAI6Ves,54,Hardcover/RCA Records,0.671,0.512,10,-6.614,1,0.0524,1.05e-06,0.366,0.488,140.109,181707,4,True,36.0,1.0,12.0,69GP3by8YMB8yz0pG03DWl,album
19,Megan Thee Stallion,Tina Snow,2018-12-21,Tina Montana,4RjO06903bR59kYRulI1zw,70,300 Entertainment,0.947,0.784,1,-5.442,1,0.271,0.0,0.122,0.29,120.027,171377,4,True,54.0,1.0,8.0,26jEIrN7WSAnVQXXUmLRSN,album
20,Chynna,leo season,2018-08-10,leo season,73u5mjffTnwyPadZhOnr7K,35,TWIN,0.957,0.544,9,-7.58,0,0.28,2.26e-05,0.115,0.364,110.006,192014,4,True,42.0,1.0,1.0,4NW5Tp78ldFwMxiqymNWRp,single
21,DaniLeigh,The Plan,2018-11-30,"Can't Relate (feat. YBN Nahmir, YG)",74YaGodeQdJoR5L8l59CYF,64,Def Jam Recordings,0.871,0.674,10,-6.579,0,0.397,0.0,0.0565,0.762,160.007,179973,4,True,55.0,1.0,2.0,5dWr9muDnTuBp3diyKHpTo,album
22,Megan Thee Stallion,Good News,2020-11-20,Shots Fired,3yhhv0VCmKkAWD9ysDLpTE,88,300 Entertainment,0.826,0.655,2,-4.775,1,0.3,0.0,0.0841,0.45,184.057,170871,4,True,71.0,1.0,1.0,0KjckH1EE6HRRurMIXSc0r,album
23,Megan Thee Stallion,Good News,2020-11-20,What’s New,3jRHehB5ulTMKfK5WaqDqc,88,300 Entertainment,0.934,0.873,1,-4.707,1,0.309,0.0,0.0832,0.721,139.997,155090,4,True,71.0,1.0,9.0,0KjckH1EE6HRRurMIXSc0r,album
24,Megan Thee Stallion,Good News,2020-11-20,Work That,1HeAm7PJPUhunseNElZvBj,88,300 Entertainment,0.756,0.711,1,-4.051,1,0.242,0.0,0.284,0.447,184.93,134724,4,True,68.0,1.0,10.0,0KjckH1EE6HRRurMIXSc0r,album
25,Megan Thee Stallion,Good News,2020-11-20,Go Crazy (feat. Big Sean & 2 Chainz),2ZuyWP4MXXPXQaz2KJPCCn,88,300 Entertainment,0.919,0.806,9,-4.591,1,0.291,0.0,0.0715,0.64,95.965,225013,4,True,68.0,1.0,12.0,0KjckH1EE6HRRurMIXSc0r,album
26,Megan Thee Stallion,Good News,2020-11-20,Savage Remix (feat. Beyoncé),2Z71PZlOeF9YVze4hy1A1a,88,300 Entertainment,0.753,0.745,10,-4.776,0,0.334,0.0,0.127,0.635,169.02,242001,4,True,69.0,1.0,15.0,0KjckH1EE6HRRurMIXSc0r,album
27,Bree Runway,2000AND4EVA,2020-11-06,APESHIT,0yksR6bF403wcK2HN3mcXu,54,EMI,0.776,0.66,8,-7.709,1,0.123,0.0,0.176,0.465,107.537,159613,4,True,42.0,1.0,1.0,4lmOcEBG9fJjc6UeMbttVt,album
28,OSHUN,bittersweet vol. 1,2018-04-06,Blessings on Blessings,4HADDCxhAg6ZCB8V5oLDyg,45,OSHUN,0.697,0.53,2,-6.888,1,0.12,3.34e-06,0.291,0.411,149.976,186000,3,True,39.0,1.0,4.0,5YHDy8wLZRaVKH8enUQHAE,album
29,Rico Nasty,Nightmare Vacation,2020-12-04,Candy,0IQO7DqpntWKyyypssa0Il,69,Sugar Trap,0.943,0.767,1,-6.278,1,0.345,0.0,0.115,0.64,123.929,158710,4,True,56.0,1.0,1.0,0jJEiaA2W9eFhTXC1EGMqG,album
30,Rico Nasty,Nightmare Vacation,2020-12-04,Don't Like Me (feat. Don Toliver & Gucci Mane),5uHm2HIPKlOyGjEKQiT1b9,69,Sugar Trap,0.904,0.843,4,-3.226,0,0.0985,0.0,0.0766,0.937,145.959,165400,4,True,56.0,1.0,2.0,0jJEiaA2W9eFhTXC1EGMqG,album
31,Rico Nasty,Nightmare Vacation,2020-12-04,Check Me Out,6oo5BUy4VwenSC5EUpUoEQ,69,Sugar Trap,0.9,0.705,10,-4.123,0,0.365,0.0,0.0964,0.586,129.876,103385,4,True,55.0,1.0,3.0,0jJEiaA2W9eFhTXC1EGMqG,album
32,Rico Nasty,Nightmare Vacation,2020-12-04,IPHONE,721DqX2YMrtKcjcydyrjwq,69,Sugar Trap,0.636,0.799,2,-4.468,1,0.261,0.0,0.115,0.39,148.228,158664,4,False,55.0,1.0,4.0,0jJEiaA2W9eFhTXC1EGMqG,album
33,Rico Nasty,Nightmare Vacation,2020-12-04,STFU,2LdyEquG8v8ByBCkYzVoiq,69,Sugar Trap,0.815,0.857,7,-4.754,1,0.168,0.0,0.0839,0.425,140.062,136829,4,True,57.0,1.0,5.0,0jJEiaA2W9eFhTXC1EGMqG,album
34,Rico Nasty,Nightmare Vacation,2020-12-04,Let It Out,65oolffpBh0muSdgKuiMjI,69,Sugar Trap,0.687,0.948,9,-3.136,0,0.372,0.0,0.232,0.631,119.921,148000,4,True,55.0,1.0,8.0,0jJEiaA2W9eFhTXC1EGMqG,album
35,Rico Nasty,Nightmare Vacation,2020-12-04,Pussy Poppin,0Hb2KGmwZez23POGBw2Xc2,69,Sugar Trap,0.936,0.82,9,-2.554,1,0.325,0.0,0.0707,0.896,94.991,116211,4,True,55.0,1.0,11.0,0jJEiaA2W9eFhTXC1EGMqG,album
36,Rico Nasty,Nightmare Vacation,2020-12-04,10Fo,1ce5P1VLiTtwAyp4Ifm9iN,69,Sugar Trap,0.842,0.662,1,-3.52,1,0.343,0.0,0.0838,0.156,123.96,162581,4,True,52.0,1.0,13.0,0jJEiaA2W9eFhTXC1EGMqG,album
37,Rico Nasty,Nightmare Vacation,2020-12-04,Own It,17zka6o2SSRkifCLaCABQD,69,Sugar Trap,0.852,0.731,7,-4.469,1,0.213,0.0,0.302,0.646,100.031,129600,4,True,51.0,1.0,14.0,0jJEiaA2W9eFhTXC1EGMqG,album
38,Rico Nasty,Nightmare Vacation,2020-12-04,"Smack A Bitch (feat. ppcocaine, Sukihana & Rubi Rose) [Remix]",5OYNb0Tp8mII6ivJqHG8jb,69,Sugar Trap,0.821,0.721,2,-2.349,1,0.19,0.0,0.0978,0.361,85.019,217412,4,True,55.0,1.0,15.0,0jJEiaA2W9eFhTXC1EGMqG,album
39,Rico Nasty,Nightmare Vacation,2020-12-04,Smack A Bitch - Bonus,7hTCHEP1eqydVwD2NMU5fK,69,Sugar Trap,0.705,0.699,2,-2.412,1,0.226,0.0,0.115,0.333,169.874,138353,4,True,53.0,1.0,16.0,0jJEiaA2W9eFhTXC1EGMqG,album
