,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Paigey Cakey,Flavours,2019-02-01,Rock You,7oBxUbvLWLjdc7Q6lBa1D0,19,Just Jam,0.734,0.514,5,-5.729,1,0.0532,0.00587,0.183,0.663,100.069,183553,4,True,8.0,1.0,6.0,6juH9X9zBIHrvE79qppfUr,album
1,Paigey Cakey,Flavours,2019-02-01,Doing It (feat. Ard Adz),7GIswI44v5ihGM4S70dsKq,19,Just Jam,0.723,0.637,8,-7.778,1,0.0403,0.000457,0.124,0.383,105.009,203429,4,True,10.0,1.0,7.0,6juH9X9zBIHrvE79qppfUr,album
2,Paigey Cakey,Flavours,2019-02-01,Falling In Love,6Fx23YGLSI7mESuBMNxyoI,19,Just Jam,0.585,0.864,11,-3.183,0,0.126,0.0,0.245,0.462,80.051,132000,4,True,9.0,1.0,8.0,6juH9X9zBIHrvE79qppfUr,album
3,Paigey Cakey,Flavours,2019-02-01,L.O.V.E,25SAJI3jXARBIDHLSHXNba,19,Just Jam,0.695,0.519,6,-7.999,1,0.0648,0.0,0.133,0.184,105.085,168000,4,True,7.0,1.0,9.0,6juH9X9zBIHrvE79qppfUr,album
4,Paigey Cakey,Flavours,2019-02-01,Motorola,6vIvbmwvFWylO9u7tAF6xE,19,Just Jam,0.551,0.711,9,-6.981,1,0.11,0.0,0.132,0.426,130.722,167273,5,True,12.0,1.0,10.0,6juH9X9zBIHrvE79qppfUr,album
5,Nadia Rose,Highly Flammable,2017-01-13,Intro,1ljYrkDGWLknSQDv2cEEgs,38,Relentless Records,0.632,0.391,9,-11.914,1,0.291,0.335,0.422,0.166,90.113,122707,4,True,14.0,1.0,1.0,3rPYGgkKveNxWMGRUKtC00,album
6,Nadia Rose,Highly Flammable,2017-01-13,2H2H (feat. Thai'Chi Rose),7oFO3PvGwBj2gpLgiPM57Q,38,Relentless Records,0.559,0.66,7,-8.015,1,0.303,0.00319,0.38,0.238,149.165,206120,5,True,19.0,1.0,3.0,3rPYGgkKveNxWMGRUKtC00,album
7,Nadia Rose,Highly Flammable,2017-01-13,U Know What,3Uy0DfMrTFptbpEjThrS0e,38,Relentless Records,0.778,0.788,7,-9.912,1,0.237,0.000141,0.114,0.794,139.989,175573,4,False,21.0,1.0,4.0,3rPYGgkKveNxWMGRUKtC00,album
8,Nadia Rose,Highly Flammable,2017-01-13,Puddycat,6Dex8PD0LBua6l8tTaPdyd,38,Relentless Records,0.837,0.784,6,-7.979,0,0.214,6.75e-05,0.0553,0.615,102.011,191733,4,True,20.0,1.0,6.0,3rPYGgkKveNxWMGRUKtC00,album
9,Nadia Rose,Highly Flammable,2017-01-13,Poltergeist (feat. Alika),1HnYtO4YEAMf98bu3hiYNA,38,Relentless Records,0.457,0.454,9,-10.185,0,0.394,0.0149,0.334,0.339,67.338,237467,5,True,17.0,1.0,7.0,3rPYGgkKveNxWMGRUKtC00,album
